acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
322,C_322,I,A,USD,false,1,0,1000000,50377.27,,bank,Michele,Pennington,4972 Kurt Mount,West Darryl,MN,US,67701,Female,1913-06-28,566-77-3012,45.137088,80.0424635
323,C_323,I,A,USD,false,1,0,1000000,59759.85,,bank,Michelle,Roberts,950 Dalton Courts,North Amy,AZ,US,51297,Female,1925-02-19,872-72-1625,5.847087,59.7466795
324,C_324,I,A,USD,false,1,0,1000000,66948.73,,bank,Elizabeth,Osborne,862 Molina Brook,Johnland,AL,US,59755,Female,1957-11-01,042-54-0534,152.694669,-78.632316
325,C_325,I,A,USD,true,1,0,1000000,64514.49,,bank,Joseph,Young,13866 Rodriguez Row,West Christopher,HI,US,24022,Male,1974-01-31,538-79-9876,-129.709452,25.972548
326,C_326,I,A,USD,false,1,0,1000000,66050.40,,bank,Kimberly,Brown,548 Wallace Port,Lake Karenland,MI,US,39091,Female,1914-05-09,381-24-1620,-47.379600,6.337281
327,C_327,I,A,USD,false,1,0,1000000,54682.62,,bank,Mark,Powell,8393 Davis Spring,North Coreymouth,NM,US,51664,Male,1954-07-24,368-81-0761,-109.156613,30.3549855
328,C_328,I,A,USD,false,1,0,1000000,83477.69,,bank,Sierra,Davis,65076 Michael Unions Suite 359,Lake Belindaside,CA,US,32786,Female,1932-03-16,427-57-3939,-18.301169,74.8362205
329,C_329,I,A,USD,false,1,0,1000000,92211.62,,bank,Christopher,Osborn,70020 Taylor Mews,Port Nicole,AZ,US,27310,Male,1910-12-22,214-09-2526,108.841141,-88.7649315
330,C_330,I,A,USD,false,1,0,1000000,64531.01,,bank,Ryan,Short,907 Nelson Brooks Suite 273,East Stevenmouth,WY,US,51151,Male,1962-02-20,187-50-9986,112.795973,23.542698
331,C_331,I,A,USD,false,1,0,1000000,86014.13,,bank,Mark,Kelly,481 Roberson Street Apt. 508,Phillipsfurt,OK,US,58386,Male,1972-11-01,518-65-4002,-165.500282,7.341594
332,C_332,I,A,USD,false,1,0,1000000,68684.89,,bank,Sean,Simpson,4664 Martinez Garden,New Tyler,OH,US,72972,Male,1976-01-04,057-79-9029,73.236703,-78.089322
333,C_333,I,A,USD,false,1,0,1000000,88450.79,,bank,Daniel,Mccann,391 Edward Port,Kristenberg,SC,US,86364,Male,2016-05-22,859-74-7525,-22.406772,-14.7054965
334,C_334,I,A,USD,false,1,0,1000000,60437.62,,bank,Joshua,Robinson,86330 Mindy Radial Suite 343,New Carrieland,NM,US,35786,Male,1956-07-13,388-54-7214,118.068885,10.5770985
335,C_335,I,A,USD,false,1,0,1000000,79692.19,,bank,Michael,Peters,8459 Smith Villages Apt. 516,Nicolefort,WY,US,63390,Male,1929-03-13,162-03-6470,137.132364,-24.218532
336,C_336,I,A,USD,false,1,0,1000000,79615.91,,bank,Roy,Hopkins,44794 Kevin Path,Port Jeremy,MI,US,44354,Male,1935-04-03,495-15-8157,-44.276745,-35.6162215
337,C_337,I,A,USD,false,1,0,1000000,81547.91,,bank,Alyssa,Smith,50278 Gregory Parkways Apt. 223,Molinaton,CA,US,70988,Female,1982-03-02,333-85-1073,14.289797,-77.846837
338,C_338,I,A,USD,false,1,0,1000000,89397.53,,bank,Tricia,Bolton,344 Jeffrey Oval,Port John,PR,US,45560,Female,1915-04-06,064-83-7408,-9.895109,54.209812
339,C_339,I,A,USD,false,1,0,1000000,65068.94,,bank,Tracy,Potter,028 John Springs,North Jeffrey,AL,US,16937,Female,1930-11-27,464-31-7747,-128.637384,88.9172755
340,C_340,I,A,USD,false,1,0,1000000,81054.95,,bank,Eileen,Zuniga,869 Wolf Garden Apt. 146,Myersburgh,LA,US,93358,Female,1943-08-07,006-28-3683,-56.061343,35.3744595
341,C_341,I,A,USD,false,1,0,1000000,68708.55,,bank,Kayla,Finley,1705 Hopkins Causeway Suite 943,New Maureen,KS,US,33575,Female,2016-09-23,109-53-6179,103.737791,-73.013960
342,C_342,I,A,USD,false,1,0,1000000,59040.25,,bank,James,Swanson,6776 Thornton Mall Suite 128,Cochrantown,MD,US,24537,Male,2002-02-05,539-92-4920,-161.045240,-3.148287
343,C_343,I,A,USD,false,1,0,1000000,68721.15,,bank,Rebecca,Steele,03531 Meghan Forge,West Andrea,KY,US,55405,Female,1975-02-05,897-89-2479,48.526753,71.4874725
344,C_344,I,A,USD,false,1,0,1000000,99158.06,,bank,Sarah,Harris,750 Joseph Pine,Lake Philip,NJ,US,74406,Female,1957-12-25,495-76-5940,113.285802,25.641255
345,C_345,I,A,USD,false,1,0,1000000,71065.73,,bank,Meghan,Nguyen,4791 Adam Grove Suite 863,South Ashleyhaven,TN,US,03338,Female,2019-07-27,253-47-8779,-2.451393,85.0038515
346,C_346,I,A,USD,false,1,0,1000000,69017.01,,bank,Sean,Davis,037 Crawford Harbor,Candiceland,PR,US,02827,Male,2021-05-25,109-31-8710,129.678310,-3.079166
347,C_347,I,A,USD,false,1,0,1000000,89808.27,,bank,Patricia,Lee,1501 Monica Crossing Apt. 676,West Tyler,AK,US,70262,Female,1952-11-14,700-76-3919,-88.870381,13.3401595
348,C_348,I,A,USD,false,1,0,1000000,63012.64,,bank,Ryan,Sanchez,1685 Jennifer Greens Suite 396,Christopherfort,UT,US,97618,Male,2022-05-26,668-38-1850,123.814133,-22.3220565
349,C_349,I,A,USD,false,1,0,1000000,93258.01,,bank,Christopher,Paul,96385 Edwin Mount Apt. 861,New Megan,NV,US,28039,Male,2008-05-20,161-77-0069,-19.166493,27.001944
350,C_350,I,A,USD,false,1,0,1000000,84270.04,,bank,Daniel,Willis,81723 Conner Spurs,Smithville,MP,US,34863,Male,1933-07-16,091-13-1961,36.849799,-34.2431275
351,C_351,I,A,USD,false,1,0,1000000,97124.75,,bank,Michael,Adams,0212 Sean Land,New Valerie,GA,US,91300,Male,1919-01-11,876-84-6825,-7.815584,-11.951203
352,C_352,I,A,USD,false,1,0,1000000,63678.05,,bank,Donna,Williams,813 Samantha Lodge Apt. 913,West Sharon,WA,US,57576,Female,1993-05-01,064-51-6418,-29.458535,-83.011309
353,C_353,I,A,USD,false,1,0,1000000,95371.19,,bank,Laura,Donaldson,19040 Sydney Plaza,South Cody,GU,US,12416,Female,1935-11-17,254-31-0002,-141.135636,-64.5648275
354,C_354,I,A,USD,false,1,0,1000000,58349.67,,bank,Timothy,Morrow,375 Padilla Keys,South Paulshire,NJ,US,55054,Male,1908-12-11,223-27-6592,33.333491,-55.018366
355,C_355,I,A,USD,false,1,0,1000000,54622.67,,bank,Fernando,White,8806 Lopez Brook Suite 521,Lake Logan,MO,US,89012,Male,2012-03-22,602-32-6149,-121.508473,13.5127475
356,C_356,I,A,USD,false,1,0,1000000,54650.91,,bank,Troy,Bailey,402 Cox Pass,Tinachester,WA,US,58419,Male,1941-08-14,375-87-5930,-72.637312,-79.538685
357,C_357,I,A,USD,false,1,0,1000000,94004.29,,bank,Brenda,Matthews,4901 Taylor Harbor,Meganside,CA,US,78425,Female,1916-11-13,545-32-9760,-149.961608,-55.1257725
358,C_358,I,A,USD,false,1,0,1000000,73905.41,,bank,Edward,Bailey,112 Marie Keys Apt. 487,Johnside,WV,US,00943,Male,1960-01-15,506-42-4185,-173.144248,69.7787155
359,C_359,I,A,USD,false,1,0,1000000,72664.12,,bank,Desiree,Johnson,44235 Ann Way Apt. 759,Port Jesusport,GA,US,05718,Female,1918-09-10,315-34-5210,48.797273,22.494114
360,C_360,I,A,USD,false,1,0,1000000,95728.35,,bank,Whitney,Garcia,675 Duncan Cove,Bensonchester,PR,US,15250,Female,1968-07-30,272-22-6401,143.766823,-54.685637
361,C_361,I,A,USD,false,1,0,1000000,76840.70,,bank,Gloria,Carter,28133 Evans Hill,Vasquezhaven,PA,US,05928,Female,2003-11-10,569-64-9618,-169.346307,-14.2865405
362,C_362,I,A,USD,false,1,0,1000000,70972.62,,bank,Cynthia,Carter,41966 Sergio Bridge,Laceyburgh,MI,US,65657,Female,1934-03-06,798-20-2428,170.614901,43.475611
363,C_363,I,A,USD,false,1,0,1000000,56799.45,,bank,Maria,Brown,54024 Crystal Pass,South Sarah,IA,US,59150,Female,1958-02-03,109-55-4545,124.831130,65.2977695
364,C_364,I,A,USD,false,1,0,1000000,62104.76,,bank,Brandy,Gutierrez,3121 Ryan Junctions Suite 125,Amandaville,GU,US,71860,Female,1933-04-12,712-19-0695,1.581191,-7.989867
365,C_365,I,A,USD,false,1,0,1000000,93944.70,,bank,Bianca,Potter,7084 Cindy Route,East Jacksonshire,MT,US,03704,Female,1968-03-09,521-59-5229,100.532617,89.9760485
366,C_366,I,A,USD,false,1,0,1000000,89272.31,,bank,William,Blackburn,1416 Kimberly Rue Apt. 151,Nealchester,ID,US,45505,Male,1913-09-28,323-65-2186,-15.820479,-11.0311315
367,C_367,I,A,USD,false,1,0,1000000,88623.67,,bank,Shannon,Thompson,02845 Morrison Lodge,East Martin,AS,US,83823,Female,2010-08-29,278-19-4478,-60.075878,47.767885
368,C_368,I,A,USD,true,1,0,1000000,93806.10,,bank,Christopher,Coleman,167 Russell Loop Apt. 034,East Brandiberg,HI,US,49979,Male,2006-08-31,638-68-0660,-84.082929,-85.3693545
369,C_369,I,A,USD,false,1,0,1000000,84794.31,,bank,Karen,Khan,805 Samantha Islands,New Amber,NV,US,63978,Female,1986-01-27,731-81-9280,55.168336,61.402807
370,C_370,I,A,USD,false,1,0,1000000,97203.99,,bank,Daniel,Morris,188 Brittney Village,North Ronaldchester,PR,US,63420,Male,1967-06-13,700-76-3395,85.440045,67.0577375
371,C_371,I,A,USD,false,1,0,1000000,99773.39,,bank,Michael,Caldwell,9624 Heather Burgs,South Andrea,UT,US,49610,Male,1962-02-07,468-51-1657,25.939124,-9.2673355
372,C_372,I,A,USD,true,1,0,1000000,99591.87,,bank,Joshua,Joseph,69253 Michael Loop,East Charlesburgh,NM,US,97467,Male,2013-07-21,101-62-8548,14.872620,35.897732
373,C_373,I,A,USD,false,1,0,1000000,85500.04,,bank,Zachary,Anderson,273 Anderson Hills,Port Stevenborough,MH,US,64121,Male,1986-01-28,111-29-6695,84.846705,-9.559428
374,C_374,I,A,USD,false,1,0,1000000,97323.75,,bank,Rhonda,Cantu,76632 Zhang Club,West Haleybury,MD,US,11634,Female,1937-10-27,517-53-0880,-28.544517,-87.9454225
375,C_375,I,A,USD,false,1,0,1000000,60285.13,,bank,Corey,Schwartz,691 Rose Plaza,Port Jenniferland,WY,US,15553,Male,2005-11-09,625-75-9466,-159.205622,18.373211
376,C_376,I,A,USD,false,1,0,1000000,71634.11,,bank,Victoria,Kaiser,078 Watson Station Apt. 404,Johnport,IN,US,73776,Female,1933-11-09,656-30-7331,43.248264,-58.583822
377,C_377,I,A,USD,false,1,0,1000000,59482.18,,bank,Jamie,Russo,31429 Roger Wall Suite 884,Sandersview,OH,US,44601,Female,2005-07-10,078-96-9695,-128.024636,36.9388745
378,C_378,I,A,USD,false,1,0,1000000,57481.29,,bank,Mackenzie,Williams,1646 Kyle Passage Suite 908,Abigailfort,ID,US,57437,Female,2003-11-22,707-27-4744,133.255596,-15.865574
379,C_379,I,A,USD,false,1,0,1000000,98283.68,,bank,Matthew,Wheeler,22655 Chris Run Suite 560,Isabelshire,OR,US,46404,Male,1927-11-05,472-14-9074,60.313879,-54.4644765
380,C_380,I,A,USD,false,1,0,1000000,65437.44,,bank,Craig,Dennis,7847 Roberto Burg Suite 629,Mariemouth,IL,US,14990,Male,1964-03-10,041-81-8059,1.850973,-17.7458895
381,C_381,I,A,USD,false,1,0,1000000,68490.75,,bank,Jared,Ward,00546 Paul Ports Apt. 914,Port Randyport,VT,US,49620,Male,1989-12-23,598-92-2028,120.920338,24.1782665
382,C_382,I,A,USD,false,1,0,1000000,56257.22,,bank,Noah,Castillo,92733 Seth Expressway Apt. 925,Lake Kevinburgh,CO,US,70903,Male,1919-01-22,586-75-5344,-164.135588,-79.486541
383,C_383,I,A,USD,false,1,0,1000000,53889.89,,bank,Nicholas,Smith,67695 Guzman Port,East Cynthiaborough,TN,US,87157,Male,1993-08-14,532-64-0085,91.054687,-82.586490
384,C_384,I,A,USD,false,1,0,1000000,57231.61,,bank,Austin,Camacho,57781 Moore Plaza,Lopezstad,NH,US,21876,Male,2018-07-21,885-04-7648,26.536495,77.1419345
385,C_385,I,A,USD,false,1,0,1000000,60221.09,,bank,Jeffrey,Cooper,9119 Melissa Mill,Lake Ashley,DE,US,06240,Male,1958-07-12,426-64-1678,-147.807189,-38.221838
386,C_386,I,A,USD,false,1,0,1000000,57879.10,,bank,Ashley,Hunter,0768 Caitlyn Brook,Lake Stacey,TX,US,53331,Female,1939-04-11,728-32-9782,-166.613641,-59.159219
387,C_387,I,A,USD,false,1,0,1000000,51172.90,,bank,Bonnie,Stanley,95351 Anderson Fork,Lake Alicefort,CT,US,76455,Female,1988-01-01,336-62-2510,92.487600,-41.9693595
388,C_388,I,A,USD,false,1,0,1000000,69610.58,,bank,Matthew,Allen,074 Erin Fields Apt. 747,North Mitchellbury,MP,US,80334,Male,1934-04-24,672-50-1575,-85.238096,-21.5076395
389,C_389,I,A,USD,false,1,0,1000000,90391.28,,bank,Gregory,Ruiz,82976 Perry Fort Apt. 165,Samanthachester,WV,US,54459,Male,1941-10-28,034-15-4618,-7.954046,50.5442955
390,C_390,I,A,USD,false,1,0,1000000,68771.99,,bank,Jason,Brown,5719 Maureen Ridge Apt. 630,Jerryville,VA,US,51152,Male,2002-08-11,016-29-4721,117.819069,-83.753724
391,C_391,I,A,USD,false,1,0,1000000,92740.09,,bank,Trevor,Wong,33341 Michelle Forges Suite 107,Port Michael,MP,US,56230,Male,2013-04-08,476-18-9968,-175.951349,-37.310251
392,C_392,I,A,USD,false,1,0,1000000,68190.92,,bank,Dana,Horton,3160 Lisa Isle,Erinberg,RI,US,04227,Female,1997-05-14,093-38-0586,-57.278007,-43.3510335
393,C_393,I,A,USD,false,1,0,1000000,71931.30,,bank,Deborah,Miles,517 Ebony Row Suite 901,South Heather,WI,US,99734,Female,1950-04-22,175-11-1628,64.428401,79.9114945
394,C_394,I,A,USD,false,1,0,1000000,83941.46,,bank,Lori,Smith,262 Holly Loaf,East Frank,MN,US,75086,Female,2003-08-12,830-50-0432,39.114849,-17.999719
395,C_395,I,A,USD,false,1,0,1000000,79879.38,,bank,Luke,Johnson,888 Jamie Street Apt. 503,Camposland,NY,US,10544,Male,1911-09-26,592-66-6466,40.750893,-63.749044
396,C_396,I,A,USD,false,1,0,1000000,74063.05,,bank,John,Nelson,720 Jacob Dam,Bethbury,HI,US,52128,Male,1944-06-13,868-96-6785,-142.380111,78.7107095
397,C_397,I,A,USD,false,1,0,1000000,76889.68,,bank,Joshua,Young,9112 Clarke Mills Apt. 373,East Joseph,KS,US,72165,Male,1985-12-28,491-80-2272,175.520241,40.623172
398,C_398,I,A,USD,false,1,0,1000000,85123.52,,bank,Katrina,Weaver,76270 Scott Forges Apt. 983,Smithbury,NJ,US,28840,Female,1977-07-16,720-92-6295,163.844951,4.6599835
399,C_399,I,A,USD,false,1,0,1000000,90214.59,,bank,Antonio,Caldwell,73138 Anderson Shores,New Jessicaside,OH,US,98020,Male,1913-06-12,288-18-9632,-143.880348,47.019563
400,C_400,I,A,USD,false,1,0,1000000,80301.40,,bank,Gary,Patterson,799 Jones Mountains Suite 301,Blackborough,GU,US,75479,Male,1970-01-18,350-35-6515,79.762214,-68.732467
401,C_401,I,A,USD,false,1,0,1000000,82224.97,,bank,Stacey,Sanchez,332 Debra Roads Suite 574,Karenmouth,MD,US,46584,Female,1910-04-29,651-18-3567,-141.570389,4.244026
402,C_402,I,A,USD,false,1,0,1000000,74841.36,,bank,Sarah,Hernandez,69549 Bruce Falls,Craigtown,OK,US,92927,Female,1920-10-31,046-61-0352,-58.136692,44.249818
403,C_403,I,A,USD,false,1,0,1000000,54750.43,,bank,Valerie,Nunez,556 Nguyen Ramp Apt. 144,North James,WV,US,45072,Female,1926-09-01,165-16-8334,128.578636,45.6009485
404,C_404,I,A,USD,false,1,0,1000000,74661.90,,bank,Tracy,Anderson,6607 James Fall,Port Angela,MO,US,81227,Female,1978-03-15,825-97-4697,20.933666,74.711226
405,C_405,I,A,USD,false,1,0,1000000,52896.56,,bank,Keith,Mcclain,645 Ricky Heights Suite 632,Lake Johnfurt,DC,US,34361,Male,1972-08-08,757-25-4378,-13.979224,-34.1158675
406,C_406,I,A,USD,false,1,0,1000000,70732.39,,bank,Jacqueline,Ellis,5102 Trujillo Shores Apt. 346,Johnsonchester,AL,US,96488,Female,1946-09-16,197-43-7592,33.890647,42.994494
407,C_407,I,A,USD,true,1,0,1000000,99414.41,,bank,Nicholas,Simpson,75949 Ashley Rapids Apt. 354,East Thomaschester,MA,US,69026,Male,1927-02-05,078-82-8508,131.939544,-21.8563975
408,C_408,I,A,USD,false,1,0,1000000,81972.29,,bank,Tracy,Johnson,4168 Walter Row Suite 342,East Jacob,IN,US,37789,Female,1921-08-14,806-53-4646,149.506382,74.7715955
409,C_409,I,A,USD,false,1,0,1000000,60619.67,,bank,Bradley,Campbell,61820 Gilbert Ferry,Hendersonfurt,NE,US,64310,Male,2023-08-28,119-58-7202,-27.223020,33.4564005
410,C_410,I,A,USD,false,1,0,1000000,63661.01,,bank,Lori,Oconnor,342 Serrano Branch Suite 123,South Thomasstad,MI,US,66613,Female,2000-07-18,471-41-4548,-60.732038,-78.5735095
411,C_411,I,A,USD,false,1,0,1000000,88560.73,,bank,Erin,Perry,27529 Gibson Union Apt. 272,Port Roymouth,AR,US,71832,Female,1977-07-09,289-99-9334,176.378308,-16.300870
412,C_412,I,A,USD,true,1,0,1000000,79918.79,,bank,Christopher,Williams,242 West Rapid,Evansfort,DE,US,17789,Male,1941-10-23,421-05-3236,23.440449,-37.4374935
413,C_413,I,A,USD,false,1,0,1000000,51385.89,,bank,Thomas,Reynolds,8898 Christina Lodge,Lake Rebecca,SD,US,16117,Male,1940-05-22,818-40-9269,-174.136480,-63.700531
414,C_414,I,A,USD,false,1,0,1000000,64644.61,,bank,Sharon,Day,55303 Thomas Cove,West David,FM,US,04395,Female,1989-06-23,081-36-4478,54.107343,63.2619165
415,C_415,I,A,USD,false,1,0,1000000,54522.26,,bank,Connor,Lewis,51983 Angela Ferry Apt. 942,West Susan,RI,US,08299,Male,1931-07-25,391-90-4299,-20.422687,59.422878
416,C_416,I,A,USD,false,1,0,1000000,89056.22,,bank,Kristin,Anderson,36097 Ronald Squares,West Robertbury,DE,US,13049,Female,1982-06-09,442-59-4450,120.574983,-73.657451
417,C_417,I,A,USD,false,1,0,1000000,72981.39,,bank,Cynthia,Parker,9535 Stephens Mountains Apt. 759,Sandersberg,MO,US,29378,Female,1909-11-05,062-55-9040,70.639236,-62.346035
418,C_418,I,A,USD,false,1,0,1000000,92757.45,,bank,Patricia,Jones,493 Melanie Corners,Shelleyside,PR,US,02802,Female,1916-01-09,142-40-6518,-126.031609,26.136827
419,C_419,I,A,USD,false,1,0,1000000,69490.17,,bank,Kevin,Archer,84992 Young Village,Shawntown,DE,US,08384,Male,1920-11-08,888-65-6140,88.413902,14.8237675
420,C_420,I,A,USD,false,1,0,1000000,91359.29,,bank,Timothy,Zavala,3907 Dorothy Grove Suite 849,South Willie,WA,US,09662,Male,1916-02-04,689-48-7740,-22.729217,-31.191187
421,C_421,I,A,USD,false,1,0,1000000,64426.81,,bank,Mark,Aguilar,982 Tara Keys,Andrewfort,ID,US,10284,Male,2017-08-23,429-83-2447,84.772165,-81.9130245
422,C_422,I,A,USD,false,1,0,1000000,71038.48,,bank,Lori,Smith,98160 Gavin Orchard,Kellyside,NJ,US,15922,Female,1934-10-12,623-45-0915,-83.468881,50.7967585
423,C_423,I,A,USD,false,1,0,1000000,95128.04,,bank,Jeffrey,Cook,185 Hendricks Station Suite 549,Scottside,IL,US,88802,Male,1997-12-15,427-13-3223,-109.819344,82.157184
424,C_424,I,A,USD,false,1,0,1000000,77805.03,,bank,Barry,Hunt,8582 Stephanie Station Suite 517,South Kelsey,CO,US,25747,Male,2019-02-04,073-35-6419,-68.031346,45.1402475
425,C_425,I,A,USD,false,1,0,1000000,70969.07,,bank,Seth,Vazquez,09220 Mary Ferry Suite 239,New Harrymouth,MT,US,67596,Male,2012-01-24,530-23-9300,-9.781194,48.796456
426,C_426,I,A,USD,false,1,0,1000000,55231.06,,bank,Jerry,Levine,7124 Julia Route,Sarahport,IA,US,06258,Male,2019-04-25,646-02-5041,-78.857733,45.8862835
427,C_427,I,A,USD,false,1,0,1000000,67612.44,,bank,Cindy,Davila,3241 Jackson Views,North Charlesside,CA,US,75766,Female,1982-07-30,370-86-1732,-136.079597,75.2422235
428,C_428,I,A,USD,false,1,0,1000000,79753.23,,bank,Brian,Norton,596 Perez Cape Apt. 107,Feliciaville,TN,US,37772,Male,1918-03-20,149-85-3100,-60.207211,52.8833205
429,C_429,I,A,USD,false,1,0,1000000,55397.30,,bank,Kimberly,Parker,33739 Monica Forge Apt. 323,East Ericville,TN,US,96998,Female,1956-07-01,887-19-2986,-90.046891,-22.7259585
430,C_430,I,A,USD,false,1,0,1000000,95243.90,,bank,Corey,Spencer,432 Andrew Mission Apt. 721,Nathanborough,CO,US,35590,Male,1975-01-11,074-60-9391,70.315805,-10.5387055
431,C_431,I,A,USD,false,1,0,1000000,68926.81,,bank,Rebecca,Garza,0433 Rita Drives Suite 711,Torresside,KS,US,83745,Female,1995-10-21,627-70-8099,53.614183,42.100951
432,C_432,I,A,USD,false,1,0,1000000,64950.51,,bank,Benjamin,Woods,370 Heather Rapid,Jenniferville,MP,US,56958,Male,2021-09-27,407-23-0858,102.118090,-27.467151
433,C_433,I,A,USD,false,1,0,1000000,69800.17,,bank,Megan,Jenkins,996 Helen Fall,Port Alicia,LA,US,03173,Female,1936-05-02,296-42-9784,71.822211,-39.926625
434,C_434,I,A,USD,false,1,0,1000000,98571.44,,bank,Jenna,Brewer,89860 Norris Islands,North Sarahfort,UT,US,90549,Female,1962-07-05,226-53-6080,-103.624904,21.614478
435,C_435,I,A,USD,false,1,0,1000000,62971.04,,bank,Meredith,Allen,1521 Munoz Forks Suite 013,South Frank,DE,US,64834,Female,1961-02-16,187-01-6191,90.819175,-75.2024565
436,C_436,I,A,USD,false,1,0,1000000,50003.25,,bank,Christine,Carr,72997 Patricia Green,Wangview,NC,US,96975,Female,1964-08-29,525-10-1466,123.922000,49.3145255
437,C_437,I,A,USD,false,1,0,1000000,75204.19,,bank,Amanda,Hernandez,830 Scott Trace Suite 849,Deborahberg,TN,US,95537,Female,2002-10-18,164-38-0712,-4.672677,62.473935
438,C_438,I,A,USD,false,1,0,1000000,94782.27,,bank,David,Smith,02619 Bartlett Place Suite 958,East Adam,NM,US,24200,Male,2009-10-05,325-26-8162,112.690955,64.058781
439,C_439,I,A,USD,false,1,0,1000000,60528.17,,bank,Michael,Waller,34328 Jorge Neck,Larsonmouth,NY,US,80980,Male,1910-11-05,519-99-4283,-32.118150,-61.0782525
440,C_440,I,A,USD,false,1,0,1000000,97365.73,,bank,Carla,Lin,86123 Eric Pike Suite 366,Michaelport,LA,US,49201,Female,1916-09-13,403-58-3631,-54.129832,1.0350005
441,C_441,I,A,USD,true,1,0,1000000,64376.58,,bank,Gloria,Ibarra,2593 Ortega Garden,Valenciachester,TN,US,08036,Female,1916-04-16,770-48-1639,-36.971918,80.959734
442,C_442,I,A,USD,false,1,0,1000000,50036.57,,bank,Brandon,Perez,7730 Myers Viaduct,Garciachester,AS,US,87735,Male,1984-06-21,806-49-3557,-169.805974,77.538375
443,C_443,I,A,USD,false,1,0,1000000,83572.27,,bank,Alex,Manning,244 Sarah Club,Sanchezborough,MS,US,58788,Male,1943-10-21,220-09-9366,-124.248356,63.5028405
444,C_444,I,A,USD,false,1,0,1000000,78869.61,,bank,Todd,Parker,76538 Rivera Meadows Apt. 688,North Albertport,SC,US,28403,Male,2001-01-20,229-55-4021,-17.004148,60.959205
445,C_445,I,A,USD,false,1,0,1000000,71122.97,,bank,Alison,Mcbride,500 Cassidy Grove Suite 682,Ortizport,RI,US,35126,Female,1957-11-11,792-24-5416,-0.205166,33.9024465
446,C_446,I,A,USD,false,1,0,1000000,84796.80,,bank,Lindsey,Anderson,75423 Thompson Manor Apt. 072,New John,NJ,US,97744,Female,1963-04-21,777-09-8549,-169.821884,54.2262035
447,C_447,I,A,USD,false,1,0,1000000,82212.92,,bank,Jessica,Simmons,65317 Deborah Court Suite 056,New Garyland,MT,US,72709,Female,1933-02-15,406-10-6946,-5.554758,65.647855
448,C_448,I,A,USD,false,1,0,1000000,99725.86,,bank,Jennifer,Myers,3686 Clayton Village,West Adam,VT,US,49954,Female,1977-05-13,500-56-2090,62.306301,-2.503019
449,C_449,I,A,USD,false,1,0,1000000,71450.93,,bank,Nicolas,Price,983 Charles Falls,Mcconnellborough,PW,US,40598,Male,2023-08-20,881-20-2687,161.403926,-76.957370
450,C_450,I,A,USD,false,1,0,1000000,99265.25,,bank,Kelly,Gray,45728 Scott Ford,Powellfurt,DC,US,78365,Female,1933-04-10,233-63-7159,29.011004,-82.040947
451,C_451,I,A,USD,false,1,0,1000000,73715.67,,bank,Yolanda,Johnson,872 Michelle Parkways Suite 786,Heidiport,ND,US,53207,Female,2011-08-09,884-67-0580,136.849073,47.2113615
452,C_452,I,A,USD,false,1,0,1000000,82410.49,,bank,Wendy,Johnson,781 Williams Trail,East Joel,NE,US,42479,Female,1991-04-23,809-67-5068,-144.819041,-24.237630
453,C_453,I,A,USD,false,1,0,1000000,52831.50,,bank,John,Davis,5144 Patton Corners,Anthonyside,LA,US,86051,Male,1969-03-20,797-61-0799,-171.032177,-52.660272
454,C_454,I,A,USD,false,1,0,1000000,61922.72,,bank,Cindy,James,36680 Wang Valley,Taylorfort,AR,US,81650,Female,1945-05-02,186-55-7863,-162.961816,86.1014785
455,C_455,I,A,USD,false,1,0,1000000,59276.58,,bank,Rebecca,Ross,089 Brady Estates,Martinmouth,MN,US,17333,Female,1928-01-06,057-53-5229,-149.565731,87.441957
456,C_456,I,A,USD,false,1,0,1000000,65936.09,,bank,Jacob,Crane,872 Eric Lodge Apt. 593,West Anthonyhaven,VT,US,70181,Male,1955-11-21,047-70-6934,-33.454440,7.884891
457,C_457,I,A,USD,false,1,0,1000000,82881.57,,bank,Barbara,Watts,12595 Wilson Crescent Apt. 428,Hernandezbury,LA,US,23485,Female,1990-05-03,521-88-0518,37.283016,24.859914
458,C_458,I,A,USD,false,1,0,1000000,77339.87,,bank,Angelica,Adams,51237 Barton Mills,Shaunmouth,AK,US,02535,Female,1985-08-09,295-56-9820,-130.639638,7.8582755
459,C_459,I,A,USD,false,1,0,1000000,93953.49,,bank,Sandra,Perez,45654 Ruiz Shores Suite 956,Port Jessicatown,AK,US,41343,Female,1992-02-23,576-19-2920,-128.773965,40.5366435
460,C_460,I,A,USD,false,1,0,1000000,67614.46,,bank,Michael,Case,555 Stevens Stream Suite 060,New Markside,TN,US,67532,Male,1961-06-17,835-20-6472,172.583020,-8.3017305
461,C_461,I,A,USD,false,1,0,1000000,66365.95,,bank,Briana,Keller,93698 Maria Coves,Thomasport,IA,US,21450,Female,2018-11-19,044-48-6132,-13.889882,-21.709828
462,C_462,I,A,USD,false,1,0,1000000,76501.46,,bank,Stacey,Zamora,51003 Jeffrey Corner,Sarahside,VI,US,19657,Female,2012-05-16,039-65-3483,-89.142206,37.992977
463,C_463,I,A,USD,false,1,0,1000000,98800.74,,bank,Amanda,Townsend,6575 Norris Pass Apt. 898,East Patrick,DC,US,52354,Female,1963-03-09,259-60-3895,-153.067519,20.101799
